RASP Year,Region,Subregion,Nationality,Count
20/21,South America,South America,GUYANA,3
20/21,South America,South America,PERU,4
20/21,South America,South America,URUGUAY,1
20/21,South America,South America,VENEZUELA,5
21/22,Africa,Central Africa,ANGOLA,7
21/22,Africa,Central Africa,CAMEROON,24
21/22,Africa,Central Africa,CHAD,1
21/22,Africa,Central Africa,CONGO,1
21/22,Africa,Central Africa,CONGO (DEMOCRATIC REPUBLIC) {FORMERLY ZAIRE},3
21/22,Africa,Central Africa,GABON,1
21/22,Africa,East Africa,ERITREA,10
21/22,Africa,East Africa,ETHIOPIA,2
21/22,Africa,East Africa,KENYA,52
21/22,Africa,East Africa,MALAWI,4
21/22,Africa,East Africa,MAURITIUS,46
21/22,Africa,East Africa,MOZAMBIQUE,1
21/22,Africa,East Africa,RWANDA,2
21/22,Africa,East Africa,SOMALIA,24
21/22,Africa,East Africa,SOUTH SUDAN,1
21/22,Africa,East Africa,"TANZANIA [TANZANIA, UNITED REPUBLIC OF]",2
21/22,Africa,East Africa,UGANDA,21
21/22,Africa,East Africa,ZAMBIA,11
21/22,Africa,Eastern Africa,SEYCHELLES,3
21/22,Africa,North Africa,ALGERIA,23
21/22,Africa,North Africa,EGYPT,110
21/22,Africa,North Africa,LIBYA,4
21/22,Africa,North Africa,MOROCCO,12
21/22,Africa,North Africa,SUDAN,20
21/22,Africa,North Africa,TUNISIA,3
21/22,Africa,Southern Africa,BOTSWANA,4
21/22,Africa,Southern Africa,NAMIBIA,5
21/22,Africa,Southern Africa,SOUTH AFRICA,46
21/22,Africa,Southern Africa,ST HELENA,1
21/22,Africa,Southern Africa,ZIMBABWE,52
21/22,Africa,West Africa,COTE D'IVOIRE,1
21/22,Africa,West Africa,"GAMBIA, THE",7
21/22,Africa,West Africa,GHANA,112
21/22,Africa,West Africa,GUINEA,2
21/22,Africa,West Africa,IVORY COAST {COTE D IVOIRE},1
21/22,Africa,West Africa,NIGERIA,916
21/22,Africa,West Africa,SENEGAL,1
21/22,Africa,West Africa,SIERRA LEONE,4
21/22,Asia,Caucasus,ARMENIA,1
21/22,Asia,Caucasus,AZERBAIJAN,1
21/22,Asia,Central Asia,KAZAKHSTAN,6
21/22,Asia,Central Asia,UZBEKISTAN,1
21/22,Asia,East Asia,CHINA,559
21/22,Asia,East Asia,HONG KONG,151
21/22,Asia,East Asia,JAPAN,7
21/22,Asia,East Asia,KOREA (SOUTH),3
21/22,Asia,East Asia,"TAIWAN (TAIWAN, PROVINCE OF CHINA)",9
21/22,Asia,Middle East,BAHRAIN,10
21/22,Asia,Middle East,"IRAN (IRAN, ISLAMIC REPUBLIC OF)",33
21/22,Asia,Middle East,IRAQ,14
21/22,Asia,Middle East,ISRAEL,3
21/22,Asia,Middle East,JORDAN,81
21/22,Asia,Middle East,KUWAIT,10
21/22,Asia,Middle East,LEBANON,12
21/22,Asia,Middle East,OCCUPIED PALESTINIAN TERRITORIES ,3
21/22,Asia,Middle East,OMAN,35
21/22,Asia,Middle East,QATAR,101
21/22,Asia,Middle East,SAUDI ARABIA,91
21/22,Asia,Middle East,SYRIA,13
21/22,Asia,Middle East,TURKEY,42
21/22,Asia,Middle East,UNITED ARAB EMIRATES,3
21/22,Asia,Middle East,YEMEN,3
21/22,Asia,South Asia,AFGHANISTAN,1
21/22,Asia,South Asia,BANGLADESH,332
21/22,Asia,South Asia,BHUTAN,1
21/22,Asia,South Asia,INDIA,544
21/22,Asia,South Asia,MALDIVES,10
21/22,Asia,South Asia,NEPAL,74
21/22,Asia,South Asia,PAKISTAN,484
21/22,Asia,South Asia,SRI LANKA,188
21/22,Asia,Southeast Asia,BRUNEI (BRUNEI DARUSSALAM),10
21/22,Asia,Southeast Asia,BURMA/MYANMAR,52
21/22,Asia,Southeast Asia,CAMBODIA,2
21/22,Asia,Southeast Asia,INDONESIA,35
21/22,Asia,Southeast Asia,MALAYSIA,286
21/22,Asia,Southeast Asia,PHILIPPINES,34
21/22,Asia,Southeast Asia,SINGAPORE,9
21/22,Asia,Southeast Asia,THAILAND,101
21/22,Asia,Southeast Asia,VIETNAM,117
21/22,Europe,Eastern Europe,BELARUS,1
21/22,Europe,Eastern Europe,BULGARIA,85
21/22,Europe,Eastern Europe,CYPRUS (NOT OTHERWISE SPECIFIED),1
21/22,Europe,Eastern Europe,CYPRUS EU,37
21/22,Europe,Eastern Europe,CZECH REPUBLIC,48
21/22,Europe,Eastern Europe,HUNGARY,43
21/22,Europe,Eastern Europe,LATVIA,26
21/22,Europe,Eastern Europe,LITHUANIA,61
21/22,Europe,Eastern Europe,"MOLDOVA [MOLDOVA, REPUBLIC OF]",2
21/22,Europe,Eastern Europe,POLAND,276
21/22,Europe,Eastern Europe,ROMANIA,94
21/22,Europe,Eastern Europe,SERBIA,1
21/22,Europe,Eastern Europe,SLOVAKIA,13
21/22,Europe,Eastern Europe,UKRAINE,5
21/22,Europe,Northern Europe,DENMARK,12
21/22,Europe,Northern Europe,ESTONIA,6
21/22,Europe,Northern Europe,FINLAND,29
21/22,Europe,Northern Europe,ICELAND,3
21/22,Europe,Northern Europe,ISLE OF MAN,4
21/22,Europe,Northern Europe,NORWAY,14
21/22,Europe,Northern Europe,SWEDEN,26
21/22,Europe,Southern Europe,ALBANIA,4
21/22,Europe,Southern Europe,CROATIA,6
21/22,Europe,Southern Europe,GIBRALTAR,9
21/22,Europe,Southern Europe,GREECE,67
21/22,Europe,Southern Europe,"ITALY {INCLUDES SARDINA, SICILY}",151
21/22,Europe,Southern Europe,KOSOVO,2
21/22,Europe,Southern Europe,MALTA,5
21/22,Europe,Southern Europe,PORTUGAL/MADEIRA/AZORES,141
21/22,Europe,Southern Europe,SLOVENIA,2
21/22,Europe,Southern Europe,SPAIN/CANARY ISLANDS/CEUTA/MELILLA,147
21/22,Europe,Western Europe,AUSTRIA,7
21/22,Europe,Western Europe,BELGIUM,11
21/22,Europe,Western Europe,ENGLAND,1
21/22,Europe,Western Europe,FRANCE {INCLUDES CORSICA},92
21/22,Europe,Western Europe,GERMANY,101
21/22,Europe,Western Europe,GUERNSEY,4
21/22,Europe,Western Europe,IRELAND,133
21/22,Europe,Western Europe,JERSEY,11
21/22,Europe,Western Europe,LUXEMBOURG,1
21/22,Europe,Western Europe,NETHERLANDS,106
21/22,Europe,Western Europe,SWITZERLAND,9
21/22,Europe/Asia,Eastern Europe,RUSSIA,13
21/22,North America,Caribbean,ANTIGUA AND BARBUDA,3
21/22,North America,Caribbean,BAHAMAS,6
21/22,North America,Caribbean,BARBADOS,4
21/22,North America,Caribbean,BERMUDA,4
21/22,North America,Caribbean,BRITISH VIRGIN ISLANDS,6
21/22,North America,Caribbean,CAYMAN ISLANDS,4
21/22,North America,Caribbean,DOMINICA,4
21/22,North America,Caribbean,JAMAICA,19
21/22,North America,Caribbean,ST KITTS NEVIS,2
21/22,North America,Caribbean,TRINIDAD AND TOBAGO,8
21/22,North America,Central America,COSTA RICA,1
21/22,North America,Central America,PANAMA,3
21/22,North America,North America,CANADA,22
21/22,North America,North America,MEXICO,22
21/22,North America,North America,UNITED STATES OF AMERICA/US VIRGIN ISLES,94
21/22,Oceania,Oceania,AUSTRALIA/CHRISTMAS/KEELING ISLANDS/COCOS ISLANDS,9
21/22,Oceania,Oceania,FIJI,1
21/22,Oceania,Oceania,NEW ZEALAND/COKELAU/NIUE,4
21/22,South America,South America,ARGENTINA,2
21/22,South America,South America,BOLIVIA,1
21/22,South America,South America,BRAZIL,17
21/22,South America,South America,CHILE,4
21/22,South America,South America,COLOMBIA,5
21/22,South America,South America,ECUADOR,8
21/22,South America,South America,PERU,9
21/22,South America,South America,URUGUAY,1
21/22,South America,South America,VENEZUELA,5
22/23,Africa,Central Africa,ANGOLA,5
22/23,Africa,Central Africa,CAMEROON,21
22/23,Africa,Central Africa,CONGO,1
22/23,Africa,Central Africa,CONGO (DEMOCRATIC REPUBLIC) {FORMERLY ZAIRE},3
22/23,Africa,East Africa,ERITREA,6
22/23,Africa,East Africa,KENYA,53
22/23,Africa,East Africa,MALAWI,3
22/23,Africa,East Africa,MAURITIUS,53
22/23,Africa,East Africa,MOZAMBIQUE,2
22/23,Africa,East Africa,RWANDA,3
22/23,Africa,East Africa,SOMALIA,16
22/23,Africa,East Africa,SOUTH SUDAN,1
22/23,Africa,East Africa,UGANDA,16
22/23,Africa,East Africa,ZAMBIA,9
22/23,Africa,Eastern Africa,SEYCHELLES,3
22/23,Africa,North Africa,ALGERIA,30
22/23,Africa,North Africa,EGYPT,124
22/23,Africa,North Africa,LIBYA,7
22/23,Africa,North Africa,MOROCCO,9
22/23,Africa,North Africa,SUDAN,13
22/23,Africa,North Africa,TUNISIA,4
22/23,Africa,Southern Africa,BOTSWANA,7
22/23,Africa,Southern Africa,NAMIBIA,4
22/23,Africa,Southern Africa,SOUTH AFRICA,29
22/23,Africa,Southern Africa,ST HELENA,1
22/23,Africa,Southern Africa,ZIMBABWE,35
22/23,Africa,West Africa,COTE D'IVOIRE,2
22/23,Africa,West Africa,"GAMBIA, THE",4
22/23,Africa,West Africa,GHANA,134
22/23,Africa,West Africa,GUINEA,1
22/23,Africa,West Africa,IVORY COAST {COTE D IVOIRE},1
22/23,Africa,West Africa,MAURITANIA,1
22/23,Africa,West Africa,NIGERIA,1246
22/23,Africa,West Africa,SENEGAL,1
22/23,Africa,West Africa,SIERRA LEONE,3
22/23,Asia,Caucasus,ARMENIA,1
22/23,Asia,Caucasus,AZERBAIJAN,2
22/23,Asia,Caucasus,GEORGIA,1
22/23,Asia,Central Asia,KAZAKHSTAN,7
22/23,Asia,Central Asia,KYRGYZSTAN,1
22/23,Asia,Central Asia,UZBEKISTAN,1
22/23,Asia,East Asia,CHINA,513
22/23,Asia,East Asia,HONG KONG,206
22/23,Asia,East Asia,JAPAN,9
22/23,Asia,East Asia,KOREA (SOUTH),17
22/23,Asia,East Asia,"TAIWAN (TAIWAN, PROVINCE OF CHINA)",20
22/23,Asia,Middle East,BAHRAIN,7
22/23,Asia,Middle East,"IRAN (IRAN, ISLAMIC REPUBLIC OF)",40
22/23,Asia,Middle East,IRAQ,13
22/23,Asia,Middle East,ISRAEL,3
22/23,Asia,Middle East,JORDAN,73
22/23,Asia,Middle East,KUWAIT,15
22/23,Asia,Middle East,LEBANON,16
22/23,Asia,Middle East,OCCUPIED PALESTINIAN TERRITORIES ,3
22/23,Asia,Middle East,OMAN,35
22/23,Asia,Middle East,QATAR,60
22/23,Asia,Middle East,SAUDI ARABIA,85
22/23,Asia,Middle East,SYRIA,14
22/23,Asia,Middle East,TURKEY,58
22/23,Asia,Middle East,UNITED ARAB EMIRATES,2
22/23,Asia,Middle East,YEMEN,2
22/23,Asia,South Asia,AFGHANISTAN,7
22/23,Asia,South Asia,BANGLADESH,280
22/23,Asia,South Asia,BHUTAN,1
22/23,Asia,South Asia,INDIA,619
22/23,Asia,South Asia,MALDIVES,7
22/23,Asia,South Asia,NEPAL,67
22/23,Asia,South Asia,PAKISTAN,499
22/23,Asia,South Asia,SRI LANKA,372
22/23,Asia,Southeast Asia,BRUNEI (BRUNEI DARUSSALAM),7
22/23,Asia,Southeast Asia,BURMA/MYANMAR,125
22/23,Asia,Southeast Asia,CAMBODIA,2
22/23,Asia,Southeast Asia,INDONESIA,44
22/23,Asia,Southeast Asia,LAOS,2
22/23,Asia,Southeast Asia,MALAYSIA,274
22/23,Asia,Southeast Asia,PHILIPPINES,27
22/23,Asia,Southeast Asia,SINGAPORE,8
22/23,Asia,Southeast Asia,THAILAND,147
22/23,Asia,Southeast Asia,VIETNAM,158
22/23,Europe,Eastern Europe,BULGARIA,64
22/23,Europe,Eastern Europe,CYPRUS (NOT OTHERWISE SPECIFIED),1
22/23,Europe,Eastern Europe,CYPRUS EU,26
22/23,Europe,Eastern Europe,CZECH REPUBLIC,34
22/23,Europe,Eastern Europe,HUNGARY,30
22/23,Europe,Eastern Europe,LATVIA,16
22/23,Europe,Eastern Europe,LITHUANIA,39
22/23,Europe,Eastern Europe,"MOLDOVA [MOLDOVA, REPUBLIC OF]",2
22/23,Europe,Eastern Europe,POLAND,195
22/23,Europe,Eastern Europe,ROMANIA,67
22/23,Europe,Eastern Europe,SERBIA,1
22/23,Europe,Eastern Europe,SLOVAKIA,14
22/23,Europe,Eastern Europe,UKRAINE,2
22/23,Europe,Northern Europe,DENMARK,7
22/23,Europe,Northern Europe,ESTONIA,6
22/23,Europe,Northern Europe,FINLAND,15
22/23,Europe,Northern Europe,ISLE OF MAN,2
22/23,Europe,Northern Europe,NORWAY,14
22/23,Europe,Northern Europe,SWEDEN,19
22/23,Europe,Southern Europe,ALBANIA,7
22/23,Europe,Southern Europe,CROATIA,6
22/23,Europe,Southern Europe,GIBRALTAR,6
22/23,Europe,Southern Europe,GREECE,45
22/23,Europe,Southern Europe,"ITALY {INCLUDES SARDINA, SICILY}",119
22/23,Europe,Southern Europe,KOSOVO,1
22/23,Europe,Southern Europe,MALTA,7
22/23,Europe,Southern Europe,PORTUGAL/MADEIRA/AZORES,114
22/23,Europe,Southern Europe,SLOVENIA,2
22/23,Europe,Southern Europe,SPAIN/CANARY ISLANDS/CEUTA/MELILLA,108
22/23,Europe,Western Europe,AUSTRIA,6
22/23,Europe,Western Europe,BELGIUM,7
22/23,Europe,Western Europe,FRANCE {INCLUDES CORSICA},78
22/23,Europe,Western Europe,GERMANY,60
22/23,Europe,Western Europe,GUERNSEY,3
22/23,Europe,Western Europe,IRELAND,103
22/23,Europe,Western Europe,JERSEY,9
22/23,Europe,Western Europe,LUXEMBOURG,2
22/23,Europe,Western Europe,NETHERLANDS,75
22/23,Europe,Western Europe,SWITZERLAND,8
22/23,Europe/Asia,Eastern Europe,RUSSIA,14
22/23,North America,Caribbean,ANTIGUA AND BARBUDA,2
22/23,North America,Caribbean,BAHAMAS,5
22/23,North America,Caribbean,BARBADOS,5
22/23,North America,Caribbean,BERMUDA,1
22/23,North America,Caribbean,BRITISH VIRGIN ISLANDS,2
22/23,North America,Caribbean,CAYMAN ISLANDS,3
22/23,North America,Caribbean,DOMINICA,2
22/23,North America,Caribbean,JAMAICA,10
22/23,North America,Caribbean,ST KITTS NEVIS,2
22/23,North America,Caribbean,ST VINCENT AND THE GRENADINES,1
22/23,North America,Caribbean,TRINIDAD AND TOBAGO,11
22/23,North America,Central America,BELIZE,1
22/23,North America,Central America,COSTA RICA,2
22/23,North America,Central America,PANAMA,2
22/23,North America,North America,CANADA,22
22/23,North America,North America,MEXICO,16
22/23,North America,North America,UNITED STATES OF AMERICA/US VIRGIN ISLES,76
22/23,Oceania,Oceania,AUSTRALIA/CHRISTMAS/KEELING ISLANDS/COCOS ISLANDS,10
22/23,Oceania,Oceania,FIJI,1
22/23,Oceania,Oceania,NEW ZEALAND/COKELAU/NIUE,3
22/23,South America,South America,ARGENTINA,1
22/23,South America,South America,BOLIVIA,4
22/23,South America,South America,BRAZIL,13
22/23,South America,South America,CHILE,2
22/23,South America,South America,COLOMBIA,4
22/23,South America,South America,ECUADOR,8
22/23,South America,South America,PERU,9
22/23,South America,South America,VENEZUELA,5
23/24,Africa,Central Africa,ANGOLA,2
23/24,Africa,Central Africa,CAMEROON,16
23/24,Africa,Central Africa,CONGO (DEMOCRATIC REPUBLIC) {FORMERLY ZAIRE},2
23/24,Africa,East Africa,ERITREA,2
23/24,Africa,East Africa,KENYA,47
23/24,Africa,East Africa,MALAWI,3
23/24,Africa,East Africa,MAURITIUS,40
23/24,Africa,East Africa,RWANDA,2
23/24,Africa,East Africa,SOMALIA,9
23/24,Africa,East Africa,"TANZANIA [TANZANIA, UNITED REPUBLIC OF]",1
23/24,Africa,East Africa,UGANDA,9
23/24,Africa,East Africa,ZAMBIA,5
23/24,Africa,Eastern Africa,BRITISH INDIAN OCEAN TERRITORY,2
23/24,Africa,Eastern Africa,SEYCHELLES,1
23/24,Africa,North Africa,ALGERIA,25
23/24,Africa,North Africa,EGYPT,82
23/24,Africa,North Africa,LIBYA,4
23/24,Africa,North Africa,MOROCCO,10
23/24,Africa,North Africa,SUDAN,6
23/24,Africa,North Africa,TUNISIA,1
23/24,Africa,Southern Africa,BOTSWANA,5
23/24,Africa,Southern Africa,ESWATINI,1
23/24,Africa,Southern Africa,NAMIBIA,3
23/24,Africa,Southern Africa,SOUTH AFRICA,18
23/24,Africa,Southern Africa,ZIMBABWE,18
23/24,Africa,West Africa,COTE D'IVOIRE,1
23/24,Africa,West Africa,"GAMBIA, THE",3
23/24,Africa,West Africa,GHANA,80
23/24,Africa,West Africa,MAURITANIA,2
23/24,Africa,West Africa,NIGERIA,843
23/24,Africa,West Africa,SENEGAL,3
23/24,Africa,West Africa,SIERRA LEONE,2
23/24,Asia,Caucasus,GEORGIA,1
23/24,Asia,Central Asia,KAZAKHSTAN,4
23/24,Asia,Central Asia,KYRGYZSTAN,2
23/24,Asia,Central Asia,MONGOLIA,1
23/24,Asia,East Asia,CHINA,389
23/24,Asia,East Asia,HONG KONG,84
23/24,Asia,East Asia,JAPAN,7
23/24,Asia,East Asia,KOREA (SOUTH),9
23/24,Asia,East Asia,"TAIWAN (TAIWAN, PROVINCE OF CHINA)",25
23/24,Asia,Middle East,BAHRAIN,1
23/24,Asia,Middle East,"IRAN (IRAN, ISLAMIC REPUBLIC OF)",58
23/24,Asia,Middle East,IRAQ,7
23/24,Asia,Middle East,ISRAEL,4
23/24,Asia,Middle East,JORDAN,39
23/24,Asia,Middle East,KUWAIT,15
23/24,Asia,Middle East,LEBANON,10
23/24,Asia,Middle East,OCCUPIED PALESTINIAN TERRITORIES ,1
23/24,Asia,Middle East,OMAN,24
23/24,Asia,Middle East,QATAR,21
23/24,Asia,Middle East,SAUDI ARABIA,62
23/24,Asia,Middle East,SYRIA,11
23/24,Asia,Middle East,TURKEY,73
23/24,Asia,Middle East,UNITED ARAB EMIRATES,1
23/24,Asia,Middle East,YEMEN,1
23/24,Asia,South Asia,AFGHANISTAN,9
23/24,Asia,South Asia,BANGLADESH,194
23/24,Asia,South Asia,BHUTAN,1
23/24,Asia,South Asia,INDIA,479
23/24,Asia,South Asia,MALDIVES,2
23/24,Asia,South Asia,NEPAL,55
23/24,Asia,South Asia,PAKISTAN,346
23/24,Asia,South Asia,SRI LANKA,327
23/24,Asia,Southeast Asia,BRUNEI (BRUNEI DARUSSALAM),5
23/24,Asia,Southeast Asia,BURMA/MYANMAR,133
23/24,Asia,Southeast Asia,CAMBODIA,3
23/24,Asia,Southeast Asia,INDONESIA,41
23/24,Asia,Southeast Asia,LAOS,2
23/24,Asia,Southeast Asia,MALAYSIA,200
23/24,Asia,Southeast Asia,PHILIPPINES,16
23/24,Asia,Southeast Asia,SINGAPORE,4
23/24,Asia,Southeast Asia,THAILAND,117
23/24,Asia,Southeast Asia,VIETNAM,147
23/24,Europe,Eastern Europe,BULGARIA,29
23/24,Europe,Eastern Europe,CYPRUS (NOT OTHERWISE SPECIFIED),1
23/24,Europe,Eastern Europe,CYPRUS EU,12
23/24,Europe,Eastern Europe,CZECH REPUBLIC,17
23/24,Europe,Eastern Europe,HUNGARY,16
23/24,Europe,Eastern Europe,LATVIA,7
23/24,Europe,Eastern Europe,LITHUANIA,15
23/24,Europe,Eastern Europe,"MOLDOVA [MOLDOVA, REPUBLIC OF]",1
23/24,Europe,Eastern Europe,POLAND,99
23/24,Europe,Eastern Europe,ROMANIA,36
23/24,Europe,Eastern Europe,SLOVAKIA,9
23/24,Europe,Eastern Europe,UKRAINE,1
23/24,Europe,Northern Europe,DENMARK,3
23/24,Europe,Northern Europe,ESTONIA,2
23/24,Europe,Northern Europe,FINLAND,6
23/24,Europe,Northern Europe,ISLE OF MAN,1
23/24,Europe,Northern Europe,NORWAY,6
23/24,Europe,Northern Europe,SWEDEN,8
23/24,Europe,Southern Europe,ALBANIA,8
23/24,Europe,Southern Europe,GIBRALTAR,3
23/24,Europe,Southern Europe,GREECE,28
23/24,Europe,Southern Europe,"ITALY {INCLUDES SARDINA, SICILY}",67
23/24,Europe,Southern Europe,MALTA,3
23/24,Europe,Southern Europe,PORTUGAL/MADEIRA/AZORES,65
23/24,Europe,Southern Europe,SLOVENIA,1
23/24,Europe,Southern Europe,SPAIN/CANARY ISLANDS/CEUTA/MELILLA,63
23/24,Europe,Western Europe,AUSTRIA,4
23/24,Europe,Western Europe,BELGIUM,7
23/24,Europe,Western Europe,ENGLAND,1
23/24,Europe,Western Europe,FRANCE {INCLUDES CORSICA},57
23/24,Europe,Western Europe,GERMANY,29
23/24,Europe,Western Europe,GUERNSEY,2
23/24,Europe,Western Europe,IRELAND,63
23/24,Europe,Western Europe,JERSEY,5
23/24,Europe,Western Europe,LUXEMBOURG,1
23/24,Europe,Western Europe,NETHERLANDS,41
23/24,Europe,Western Europe,SWITZERLAND,9
23/24,Europe/Asia,Eastern Europe,RUSSIA,14
23/24,North America,Caribbean,BAHAMAS,4
23/24,North America,Caribbean,BARBADOS,1
23/24,North America,Caribbean,BERMUDA,1
23/24,North America,Caribbean,BRITISH VIRGIN ISLANDS,2
23/24,North America,Caribbean,CAYMAN ISLANDS,1
23/24,North America,Caribbean,DOMINICA,1
23/24,North America,Caribbean,JAMAICA,7
23/24,North America,Caribbean,ST KITTS NEVIS,1
23/24,North America,Caribbean,ST LUCIA,1
23/24,North America,Caribbean,ST VINCENT AND THE GRENADINES,1
23/24,North America,Caribbean,TRINIDAD AND TOBAGO,10
23/24,North America,Central America,BELIZE,1
23/24,North America,Central America,COSTA RICA,1
23/24,North America,Central America,PANAMA,1
23/24,North America,North America,CANADA,22
23/24,North America,North America,MEXICO,13
23/24,North America,North America,UNITED STATES OF AMERICA/US VIRGIN ISLES,46
23/24,Oceania,Oceania,AUSTRALIA/CHRISTMAS/KEELING ISLANDS/COCOS ISLANDS,7
23/24,Oceania,Oceania,FIJI,1
23/24,Oceania,Oceania,NEW ZEALAND/COKELAU/NIUE,3
23/24,South America,South America,ARGENTINA,2
23/24,South America,South America,BOLIVIA,3
23/24,South America,South America,BRAZIL,6
23/24,South America,South America,CHILE,1
23/24,South America,South America,COLOMBIA,3
23/24,South America,South America,ECUADOR,10
23/24,South America,South America,PERU,6
23/24,South America,South America,VENEZUELA,1
24/25,Africa,Central Africa,CAMEROON,5
24/25,Africa,East Africa,KENYA,12
24/25,Africa,East Africa,MALAWI,1
24/25,Africa,East Africa,MAURITIUS,1
24/25,Africa,East Africa,SOMALIA,2
24/25,Africa,East Africa,UGANDA,2
24/25,Africa,East Africa,ZAMBIA,1
24/25,Africa,Eastern Africa,BRITISH INDIAN OCEAN TERRITORY,2
24/25,Africa,North Africa,ALGERIA,7
24/25,Africa,North Africa,EGYPT,10
24/25,Africa,North Africa,MOROCCO,6
24/25,Africa,North Africa,SUDAN,1
24/25,Africa,Southern Africa,BOTSWANA,1
24/25,Africa,Southern Africa,ESWATINI,1
24/25,Africa,Southern Africa,ZIMBABWE,2
24/25,Africa,West Africa,"GAMBIA, THE",1
24/25,Africa,West Africa,GHANA,28
24/25,Africa,West Africa,NIGERIA,215
24/25,Africa,West Africa,SENEGAL,1
24/25,Asia,Central Asia,KYRGYZSTAN,1
24/25,Asia,Central Asia,MONGOLIA,1
24/25,Asia,East Asia,CHINA,19
24/25,Asia,East Asia,HONG KONG,9
24/25,Asia,East Asia,JAPAN,1
24/25,Asia,East Asia,KOREA (SOUTH),1
24/25,Asia,East Asia,"TAIWAN (TAIWAN, PROVINCE OF CHINA)",6
24/25,Asia,Middle East,"IRAN (IRAN, ISLAMIC REPUBLIC OF)",32
24/25,Asia,Middle East,IRAQ,1
24/25,Asia,Middle East,ISRAEL,2
24/25,Asia,Middle East,JORDAN,1
24/25,Asia,Middle East,KUWAIT,6
24/25,Asia,Middle East,LEBANON,1
24/25,Asia,Middle East,OMAN,2
24/25,Asia,Middle East,SAUDI ARABIA,8
24/25,Asia,Middle East,SYRIA,2
24/25,Asia,Middle East,TURKEY,29
24/25,Asia,South Asia,AFGHANISTAN,2
24/25,Asia,South Asia,BANGLADESH,47
24/25,Asia,South Asia,INDIA,158
24/25,Asia,South Asia,NEPAL,19
24/25,Asia,South Asia,PAKISTAN,97
24/25,Asia,South Asia,SRI LANKA,95
24/25,Asia,Southeast Asia,BURMA/MYANMAR,15
24/25,Asia,Southeast Asia,INDONESIA,5
24/25,Asia,Southeast Asia,MALAYSIA,14
24/25,Asia,Southeast Asia,PHILIPPINES,4
24/25,Asia,Southeast Asia,SINGAPORE,1
24/25,Asia,Southeast Asia,THAILAND,33
24/25,Asia,Southeast Asia,VIETNAM,43
24/25,Europe,Eastern Europe,BULGARIA,3
24/25,Europe,Eastern Europe,CYPRUS EU,1
24/25,Europe,Eastern Europe,CZECH REPUBLIC,5
24/25,Europe,Eastern Europe,HUNGARY,1
24/25,Europe,Eastern Europe,LATVIA,1
24/25,Europe,Eastern Europe,LITHUANIA,1
24/25,Europe,Eastern Europe,POLAND,12
24/25,Europe,Eastern Europe,ROMANIA,2
24/25,Europe,Eastern Europe,UKRAINE,1
24/25,Europe,Northern Europe,FINLAND,1
24/25,Europe,Northern Europe,NORWAY,2
24/25,Europe,Northern Europe,SWEDEN,2
24/25,Europe,Southern Europe,ALBANIA,2
24/25,Europe,Southern Europe,GREECE,5
24/25,Europe,Southern Europe,"ITALY {INCLUDES SARDINA, SICILY}",9
24/25,Europe,Southern Europe,PORTUGAL/MADEIRA/AZORES,4
24/25,Europe,Southern Europe,SPAIN/CANARY ISLANDS/CEUTA/MELILLA,5
24/25,Europe,Western Europe,BELGIUM,1
24/25,Europe,Western Europe,FRANCE {INCLUDES CORSICA},3
24/25,Europe,Western Europe,GERMANY,2
24/25,Europe,Western Europe,IRELAND,7
24/25,Europe,Western Europe,NETHERLANDS,3
24/25,Europe,Western Europe,SWITZERLAND,3
24/25,North America,Caribbean,JAMAICA,2
24/25,North America,Caribbean,TRINIDAD AND TOBAGO,1
24/25,North America,North America,CANADA,3
24/25,North America,North America,MEXICO,1
24/25,North America,North America,UNITED STATES OF AMERICA/US VIRGIN ISLES,13
24/25,Oceania,Oceania,AUSTRALIA/CHRISTMAS/KEELING ISLANDS/COCOS ISLANDS,2
24/25,Oceania,Oceania,FIJI,1
24/25,South America,South America,BRAZIL,1
24/25,South America,South America,COLOMBIA,1
24/25,South America,South America,PERU,1
